kode,lat,lng,jml,polygons,colors
SMP16,-7.323487730965622,112.70600089177746,277,"[[112.70717897,  -7.33419948], [112.70715032,  -7.33422392], [112.69629473,  -7.32064348], [112.69633346,  -7.32042118], [112.70163268,  -7.31071885], [112.71438226,  -7.32244151], [112.71429708,  -7.32338412]]","[95.25586998, 126.86216988000001, 231.91417923, 0.9]"
SMP14,-7.236500030349131,112.61230014644882,252,"[[-105.59716369, -107.88218897], [112.59451867,  -7.2887357 ], [112.63526478,  -7.22863978], [ 16.57691163, 212.99725761]]","[131.64637714799997, 166.8968907, 251.53388695200002, 0.9]"
SMP21,-7.314001956689185,112.71472263132023,302,"[[112.72564226,  -7.31452075], [112.71973994,  -7.30117732], [112.70165286,  -7.30149954], [112.70163268,  -7.31071885], [112.71438226,  -7.32244151]]","[63.26326054, 83.13332094600001, 198.305506095, 0.9]"
SMP28,-7.307660943329011,112.6668838245733,260,"[[112.6550286 ,  -7.28971079], [112.65813157,  -7.33406742], [112.66833917,  -7.32664909], [112.67705406,  -7.313049  ], [112.68261563,  -7.29389173], [112.67716189,  -7.28692521], [112.6685667 ,  -7.28587146]]","[120.632894112, 155.824746592, 247.51156500699997, 0.9]"
SMP60,-7.2315613607010185,112.77834166951176,269,"[[112.77232321,  -7.23200713], [112.78896434,  -7.23299801], [112.96061815,  -7.11566534], [112.77267812,  -7.23088861]]","[107.097630804, 141.012079056, 240.370737258, 0.9]"
SMP45,-7.261274511068346,112.78330233439117,231,"[[112.77696459,  -7.25095362], [112.88422585,  -7.26983463], [112.80946454,  -7.28156003], [112.77179933,  -7.27307147], [112.76974463,  -7.26189784]]","[162.045824727, 192.96206800500002, 254.565622571, 0.9]"
SMP18,-7.243417298830119,112.78644570687122,249,"[[112.96061815,  -7.11566534], [112.78896434,  -7.23299801], [112.77511453,  -7.2440735 ], [112.77696459,  -7.25095362], [112.88422585,  -7.26983463], [113.55293621,  -7.22567401], [352.95505035,  13.10363585], [313.50530091, 125.20396023]]","[135.80490053999998, 170.79915246, 252.55028388000002, 0.9]"
SMP36,-7.331044797800772,112.71748321434356,234,"[[112.70717897,  -7.33419948], [112.72652395,  -7.33391541], [112.72660051,  -7.33342921], [112.71429708,  -7.32338412]]","[157.926076023, 189.750787365, 254.727384299, 0.9]"
SMP33,-7.2819249986265575,112.69975850512952,255,"[[112.70642483,  -7.28652424], [112.70024751,  -7.30007563], [112.68261563,  -7.29389173], [112.67716189,  -7.28692521], [112.68546792,  -7.27392125], [112.70412484,  -7.27219329]]","[127.507793952, 162.81965923200002, 250.172881647, 0.9]"
SMP61,-7.257819621941804,112.65642523094557,221,"[[112.64474536,  -7.2622199 ], [112.6508695 ,  -7.23745662], [112.65296782,  -7.23746816], [112.66063929,  -7.26333607]]","[176.79692763, 203.06010358499998, 251.508484035, 0.9]"
SMP30,-7.308880966711237,112.79076882806604,233,"[[112.78115103,  -7.30985912], [112.79198832,  -7.32323324], [113.55293621,  -7.22567401], [112.88422585,  -7.26983463], [112.80946454,  -7.28156003], [112.79163006,  -7.29359051]]","[159.299325591, 190.82121424500002, 254.673463723, 0.9]"
SMP38,-7.232804280185647,112.7311227799107,214,"[[112.73869487,  -7.22929586], [112.73926935,  -7.23635407], [112.73837833,  -7.23795714], [112.73562254,  -7.23809855], [112.72290427,  -7.22892517], [112.73824767,  -7.228573  ]]","[187.14393575, 209.104559085, 247.534713355, 0.9]"
SMP53,-7.252882775038395,112.63646284747863,204,"[[112.64474536,  -7.2622199 ], [112.6508695 ,  -7.23745662], [112.63526478,  -7.22863978], [112.59451867,  -7.2887357 ], [112.62804354,  -7.28317831]]","[199.422524862, 214.930374228, 240.459860034, 0.9]"
SMP41,-7.238660633191706,112.75201574199237,202,"[[112.7571193 ,  -7.22935877], [112.76309134,  -7.23826875], [112.75853441,  -7.24388116], [112.75105766,  -7.243515  ], [112.74751035,  -7.23647896]]","[201.80503283, 215.92130306, 238.84343628999997, 0.9]"
SMP50,-7.263429042863855,112.69804546015345,201,"[[112.70638219,  -7.27039298], [112.70412484,  -7.27219329], [112.68546792,  -7.27392125], [112.68415899,  -7.23597916], [112.68456712,  -7.23383343], [112.68669253,  -7.23193201], [112.70425243,  -7.25254098]]","[202.99628681400003, 216.416767476, 238.03522441799998, 0.9]"
SMP39,-7.30854225530408,112.75985175381133,198,"[[112.76606803,  -7.29791021], [112.74969862,  -7.30622344], [112.74713041,  -7.30951425], [112.75094154,  -7.31636933], [112.76877336,  -7.31424455], [112.7712463 ,  -7.30993253]]","[207.49160838, 217.84186883, 234.21242614, 0.9]"
SMP11,-7.224086374007525,112.74521458803194,196,"[[112.73869487,  -7.22929586], [112.7565248 ,  -7.22565659], [112.75658117,  -7.22534696], [112.75655221,  -7.22522881], [112.73708483,  -7.20027288], [112.73824767,  -7.228573  ]]","[209.71720326, 218.508866718, 232.2527583, 0.9]"
SMP31,-7.218973330580641,112.766076692973,226,"[[112.75655221,  -7.22522881], [112.75658117,  -7.22534696], [112.76973029,  -7.22307997], [258.83728177, 183.54097193], [241.91468434, 195.37000805]]","[170.14949570500002, 198.68999653499998, 253.204599315, 0.9]"
SMP58,-7.22817297413127,112.76766276582613,187,"[[112.7565248 ,  -7.22565659], [112.7571193 ,  -7.22935877], [112.76309134,  -7.23826875], [112.76901412,  -7.23902414], [112.77232321,  -7.23200713], [112.77267812,  -7.23088861], [112.76973029,  -7.22307997], [112.75658117,  -7.22534696]]","[219.14320046699999, 220.429896702, 222.388185351, 0.9]"
SMP23,-7.319065277891977,112.77820053389672,192,"[[112.78115103,  -7.30985912], [112.79198832,  -7.32323324], [112.78362174,  -7.33062696], [112.76954005,  -7.31880373], [112.76877336,  -7.31424455], [112.7712463 ,  -7.30993253]]","[214.034617907, 219.59754054200002, 228.09590967100002, 0.9]"
SMP4,-7.2597265986193635,112.73451985449775,190,"[[112.72340942,  -7.25763047], [112.72419569,  -7.26642968], [112.74145357,  -7.26909778], [112.7444614 ,  -7.26574406], [112.74379376,  -7.26364163], [112.73144711,  -7.25496877]]","[216.07805093100004, 219.930483006, 225.812819943, 0.9]"
SMP9,-7.249188749167237,112.76498239096622,206,"[[112.75853441,  -7.24388116], [112.76309134,  -7.23826875], [112.76901412,  -7.23902414], [112.77511453,  -7.2440735 ], [112.77696459,  -7.25095362], [112.76974463,  -7.26189784], [112.75870594,  -7.25660288], [112.75794037,  -7.25454494]]","[197.040016894, 213.93944539600002, 242.076283778, 0.9]"
SMP51,-7.333896160850531,112.68595017151914,188,"[[ -13.42699217, -211.85593585], [  88.85243222, -246.43711888], [112.69933718,  -7.35977111], [112.68992164,  -7.32703592], [112.66833917,  -7.32664909], [112.65813157,  -7.33406742]]","[218.121483955, 220.26342547, 223.529730215, 0.9]"
SMP25,-7.2616632453490695,112.71284664399624,160,"[[112.72340942,  -7.25763047], [112.72419569,  -7.26642968], [112.72037797,  -7.27155595], [112.70638219,  -7.27039298], [112.70425243,  -7.25254098], [112.72289548,  -7.25687175]]","[242.49368131000003, 200.6531335, 179.713974115, 0.9]"
SMP56,-7.280069943808066,112.71131715844481,177,"[[112.70638219,  -7.27039298], [112.70412484,  -7.27219329], [112.70642483,  -7.28652424], [112.72226439,  -7.28100375], [112.72037797,  -7.27155595]]","[230.22641093100003, 215.4228909, 207.052307604, 0.9]"
SMP26,-7.2564141085361875,112.66116457304005,164,"[[112.66063929,  -7.26333607], [112.65296782,  -7.23746816], [112.68456712,  -7.23383343], [112.68415899,  -7.23597916], [112.66357718,  -7.26469825]]","[240.575040065, 204.580444672, 185.938757468, 0.9]"
SMP43,-7.249317339648317,112.73107279918199,149,"[[112.72340942,  -7.25763047], [112.73144711,  -7.25496877], [112.7400152 ,  -7.24768167], [112.73993806,  -7.24753056], [112.72376507,  -7.24571794], [112.72289548,  -7.25687175]]","[246.575421726, 187.595850668, 160.873517567, 0.9]"
SMP46,-7.288539530742224,112.71426902391707,153,"[[112.72941443,  -7.29107159], [112.71973994,  -7.30117732], [112.70165286,  -7.30149954], [112.70024751,  -7.30007563], [112.70642483,  -7.28652424], [112.72226439,  -7.28100375]]","[245.490610974, 192.157123372, 167.17830886299998, 0.9]"
SMP35,-7.3272882914172035,112.77129634828951,148,"[[112.76875928,  -7.36453067], [112.78362174,  -7.33062696], [112.76954005,  -7.31880373], [112.76144731,  -7.33355985]]","[246.723795897, 186.366677628, 159.29479694999998, 0.9]"
SMP55,-7.324973255695328,112.72244030406421,130,"[[112.71429708,  -7.32338412], [112.71438226,  -7.32244151], [112.72564226,  -7.31452075], [112.72922605,  -7.31644994], [112.73192146,  -7.32539705], [112.72660051,  -7.33342921]]","[245.488684807, 160.195526505, 129.447205398, 0.9]"
SMP19,-7.288662205148963,112.77713000250102,131,"[[112.76646223,  -7.29554442], [112.76275979,  -7.284748  ], [112.76640512,  -7.27792781], [112.77179933,  -7.27307147], [112.80946454,  -7.28156003], [112.79163006,  -7.29359051]]","[245.770544391, 161.718045705, 130.998816534, 0.9]"
SMP12,-7.296937950321007,112.74498240654464,126,"[[112.74713041,  -7.30951425], [112.74419767,  -7.30882281], [112.73104617,  -7.29103963], [112.74219679,  -7.28415357], [112.74906246,  -7.28619759], [112.74969862,  -7.30622344]]","[244.36124647100002, 154.105449705, 123.24076085400002, 0.9]"
SMP8,-7.241398538508807,112.74658514329275,124,"[[112.73837833,  -7.23795714], [112.73993806,  -7.24753056], [112.7400152 ,  -7.24768167], [112.74242807,  -7.24924508], [112.74308065,  -7.24912477], [112.75105766,  -7.243515  ], [112.74751035,  -7.23647896], [112.73926935,  -7.23635407]]","[243.028668063, 149.228771161, 118.67002183, 0.9]"
SMP6,-7.274974570463593,112.75152128393248,103,"[[112.74145357,  -7.26909778], [112.74219679,  -7.28415357], [112.74906246,  -7.28619759], [112.76275979,  -7.284748  ], [112.76640512,  -7.27792781], [112.7459171 ,  -7.26556749], [112.7444614 ,  -7.26574406]]","[228.45057168300002, 110.43401196, 86.363561802, 0.9]"
SMP3,-7.256245496655329,112.73696514389708,86,"[[112.7400152 ,  -7.24768167], [112.74242807,  -7.24924508], [112.74379376,  -7.26364163], [112.73144711,  -7.25496877]]","[209.202280089, 73.12505272199999, 62.515677549, 0.9]"
SMP63,-7.217155955417644,112.65664887949711,66,"[[112.63526478,  -7.22863978], [112.6508695 ,  -7.23745662], [112.65296782,  -7.23746816], [112.68456712,  -7.23383343], [112.68669253,  -7.23193201], [112.69411627,  -7.21771505], [112.70431622,  -7.11691486], [105.13286399, 233.02747129], [ 16.57691163, 212.99725761]]","[179.94665529, 3.9668208, 38.30936706, 0.9]"
