lat,lng,class,colors
-7.325139546619999,112.693839799,39,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.26331739655,112.66410165100001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.27592198646,112.754806999,45,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.246788198939999,112.753786155,15,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.325987964260001,112.767454146,52,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.33656208197,112.802835886,7,"[153.42806430141175, 62.36855036894117, 50.462364365647055, 0.9]"
-7.26312943302,112.659045138,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.23082175863,112.717690845,48,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.252862790660001,112.76200763799999,56,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.2149604191100005,112.760273245,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3081244714,112.68566131799999,6,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.280700186960001,112.71451459200001,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.246499634189999,112.764545696,42,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.265748198330001,112.73534474600001,49,"[89.03492751811764, 113.94400708517648, 176.21690704870588, 0.9]"
-7.28106333393,112.720314378,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.276266521719999,112.76685684200001,1,"[131.25526773035293, 15.602208632470589, 30.103272612705883, 0.9]"
-7.2619330375999995,112.760037824,56,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.31029506579,112.683161246,6,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.25353136771,112.730689884,49,"[89.03492751811764, 113.94400708517648, 176.21690704870588, 0.9]"
-7.310328,112.710321,10,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.25635096745,112.712826665,59,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.2515073668899985,112.764356349,56,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.280124000000001,112.75607600000001,45,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.2466717627,112.768202986,32,"[152.52568301011766, 155.2450468277647, 159.39728466564705, 0.9]"
-7.279962127030001,112.724654363,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.29222113602,112.77361942700001,31,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.279774895589999,112.763178471,31,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.30046636892,112.748305302,23,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.309787250389999,112.762321121,44,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.245559,112.76221000000001,42,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.25951579448,112.686127058,0,"[127.02116844, 2.8001088, 27.04190616, 0.9]"
-7.21383504098,112.73635849799999,58,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.28167385219,112.72251081299999,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.25339249488,112.775848971,32,"[152.52568301011766, 155.2450468277647, 159.39728466564705, 0.9]"
-7.27261799651,112.734390475,4,"[143.2687571075294, 43.53215136141176, 39.749354844, 0.9]"
-7.25423180175,112.65694869,43,"[113.41593540635293, 135.4529231470588, 179.73144222141175, 0.9]"
-7.32016591202,112.779772916,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.25228088707,112.716151615,30,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.33513473166,112.781299422,24,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.26671819543,112.66510522799999,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.301819194989999,112.63782163100001,17,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.2670477050899995,112.76991443,1,"[131.25526773035293, 15.602208632470589, 30.103272612705883, 0.9]"
-7.305078673989999,112.71364622799999,54,"[69.99333695152941, 92.9337184037647, 165.84722695482355, 0.9]"
-7.28881156767,112.727646384,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.29056033243,112.77370890799999,31,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.2495062709399996,112.746922446,15,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.239156489660001,112.76357738,42,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.22993989872,112.72775930600001,29,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.33909247401,112.77668133799999,24,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.27043465972,112.641018681,11,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.219527525089999,112.754234061,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3022748775699995,112.761239705,44,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.334865430389999,112.731834089,50,"[85.15263113788235, 109.99393877082352, 174.7140458872941, 0.9]"
-7.30640752349,112.66410211700001,26,"[168.43927854, 146.2026062230588, 134.48816524517648, 0.9]"
-7.2276923209,112.751884053,62,"[41.365026, 53.76923388, 135.66296754, 0.9]"
-7.3095231817699995,112.762987271,44,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.23874754624,112.762616833,42,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.28371361021,112.718518795,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.2230229999999995,112.7422023,62,"[41.365026, 53.76923388, 135.66296754, 0.9]"
-7.335144389560001,112.703519765,19,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.26478556878,112.66187953,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.2274625094700005,112.737028592,29,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.30857724343,112.763646611,44,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.3372651514600005,112.710016001,19,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.313377,112.674144,6,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.274865684219999,112.739851976,4,"[143.2687571075294, 43.53215136141176, 39.749354844, 0.9]"
-7.27243904712,112.75351926399999,45,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.22324932782,112.74302819799999,62,"[41.365026, 53.76923388, 135.66296754, 0.9]"
-7.266091772789999,112.713841015,20,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
