lat,lng,class,color
-7.266255654659614,112.75839448901465,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.248415140757682,112.76608047339508,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.30034038534349,112.75495572835695,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.2585372644229675,112.70525968760816,50,"[89.03492751811764, 113.94400708517648, 176.21690704870588, 0.9]"
-7.306795273407153,112.656588825766,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.331713572928095,112.70345158022472,36,"[143.29149657458825, 152.76477704188235, 168.02486429505882, 0.9]"
-7.2504494237777815,112.71372852049141,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.309712076510653,112.75392044238016,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.265738724636884,112.6766232002956,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.277651973569249,112.75609172163712,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.242697107005952,112.78221413561904,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.260354654283528,112.73882181494112,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.298012225679389,112.74270149771114,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.231305869961008,112.73585129104336,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.260953888679406,112.66762125449944,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.280019128883513,112.75305071337618,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.331501843809551,112.7007888884918,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.278059578370462,112.73745176403871,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.23296557961816,112.78045335364318,54,"[73.72999740141177, 97.3365315727059, 168.3980500475294, 0.9]"
-7.258657867814215,112.73420010214052,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.296393704325085,112.74342631342552,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.288909488981142,112.77582549652149,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.254625119697653,112.75523243357851,1,"[127.02116844, 2.8001088, 27.04190616, 0.9]"
-7.338796838974545,112.69795742858356,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.251125407323164,112.7817970267266,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.2646909361907115,112.73669411228998,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.252400448848517,112.76169267105313,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.321322314812879,112.70077734334913,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.2911704443014385,112.72165431265915,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.2460033194591125,112.76762544897149,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.316283661281037,112.71981902757466,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.309047950473405,112.70838003760015,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.234455018894801,112.61725919657637,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.306290193057741,112.71967133967401,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.299477402273119,112.77956417105766,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.315733655423991,112.71237291692364,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.2539787334896175,112.73873374420106,1,"[127.02116844, 2.8001088, 27.04190616, 0.9]"
-7.296249684523622,112.74116201014543,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.2985049592274,112.75250444229285,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.250985577017323,112.7401762187007,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.260259298526956,112.66077790957395,26,"[170.1972538037647, 143.749033296, 130.15897511364707, 0.9]"
-7.252430806774871,112.64250055792893,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.223185893694932,112.79013910379018,60,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.296914359094165,112.74728189673591,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.271947071912188,112.70212469074946,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.325282729218882,112.78367586885228,23,"[173.67036448235294, 134.03046142588235, 115.7829975635294, 0.9]"
-7.2959995511677,112.74250236076784,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.235815150673969,112.78263100932621,60,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.2508857682703445,112.74679782645359,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.262143622961693,112.77962250825912,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.332645963107182,112.7642620554702,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.32543407499086,112.69132875580236,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.247827130658438,112.74962521183036,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.3269166223913,112.76535684656506,35,"[146.46466473882353, 153.77073093882353, 165.3264184517647, 0.9]"
-7.333823094795838,112.79940263612065,62,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.262077801496803,112.6599847387386,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.252489395784497,112.765471567083,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.213809855751173,112.75955763869517,27,"[168.43927854, 146.2026062230588, 134.48816524517648, 0.9]"
-7.307582399408632,112.68273103615691,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.282474864773548,112.71529564318662,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.2499209887082445,112.76427250597516,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.264291528545392,112.76210451319666,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.314047384687798,112.68512589766978,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.254204342043844,112.72628780376252,43,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.3119367492008625,112.70891280650606,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.251575237969604,112.76741606952288,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.243659399604367,112.77112626768732,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.293350761455098,112.76980357785392,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.305510463488253,112.76276884252891,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.27563085439036,112.73142862870337,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.255499376479736,112.65803994885286,26,"[170.1972538037647, 143.749033296, 130.15897511364707, 0.9]"
-7.319101462165941,112.77599313422249,23,"[173.67036448235294, 134.03046142588235, 115.7829975635294, 0.9]"
-7.251473446436488,112.71356607767142,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.304009473864197,112.63725408217864,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.2878449271961685,112.7725669463278,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.250522511886692,112.74418346279428,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.232326465954531,112.72517171759493,7,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.269664299027059,112.63954797591349,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.333436704615259,112.73564441614842,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.308895152501957,112.66469682928259,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.229437054084394,112.75347363359785,44,"[113.41593540635293, 135.4529231470588, 179.73144222141175, 0.9]"
-7.308886241296004,112.76011954931208,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.283198911873481,112.71813216922199,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.3346607472838565,112.7060467419104,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.264371609368247,112.66160303538885,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.227284902594915,112.73372899693369,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.305889836095095,112.76563401251431,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.335226298438156,112.7135560663458,22,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.314471948116678,112.6714334097079,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.269374575032419,112.75657360793537,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.2209078032465435,112.74087760266234,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.264876385100624,112.71814895066078,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.227903557688148,112.77075856310141,58,"[58.269314745882355, 77.96851929882352, 155.65002396705881, 0.9]"
-7.31069332756134,112.79450024840929,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.2508412434663585,112.72422469214807,43,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.324299224394116,112.78521935043725,23,"[173.67036448235294, 134.03046142588235, 115.7829975635294, 0.9]"
-7.309027245240506,112.68945362538086,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.329992072591756,112.70118428889644,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.221669269915125,112.76812260662514,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.21842946383696,112.7652860764332,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.2199255501531105,112.76766007557337,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.320803837847005,112.7393623728288,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.296605138426957,112.77894646552255,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.2788576556041775,112.74945612149664,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.275801482234128,112.75743713072464,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.3031570158432695,112.64364380013815,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.240051791470893,112.60844203281187,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.3362556458050845,112.70488816015836,22,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.305720310170993,112.73543970473119,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.246170371644663,112.75512810388605,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.242204548221736,112.72808980439682,2,"[131.25526773035293, 15.602208632470589, 30.103272612705883, 0.9]"
-7.251857647513965,112.65232594450531,61,"[47.948664303529405, 63.5947935162353, 144.29471750964706, 0.9]"
-7.306504972389402,112.63657482577601,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.271796086725134,112.73320327991851,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.334232297153781,112.7845909828916,62,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.310606915544363,112.69168724506945,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.246753091388682,112.63222070477669,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.342877140821737,112.79963588188409,62,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.222951158823742,112.76364132050573,58,"[58.269314745882355, 77.96851929882352, 155.65002396705881, 0.9]"
-7.288577343047756,112.78522063399514,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.325148687165702,112.69728794989922,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.226409104405589,112.76613796946478,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.3055080038922675,112.64248661178692,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.343640759919914,112.72784405830376,55,"[69.99333695152941, 92.9337184037647, 165.84722695482355, 0.9]"
-7.30588621430345,112.78189090828288,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.291583576725108,112.77701316743969,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.314998812692917,112.7185816433562,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.311673273545228,112.63381694101538,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.240810784081447,112.72596143130771,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.2235577005498754,112.7339153914962,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.33646203775174,112.74904891759243,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.316555430622968,112.73680882143371,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.273656984251613,112.74992171117935,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.266516074617258,112.77921350721417,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.303706927842621,112.73392029965409,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.331807551780707,112.76574784625393,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.261203823699526,112.78532838296923,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.309176047043115,112.75960194356001,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.337351989187335,112.7437264907654,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.343842434849616,112.71501937122817,22,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.343514030287384,112.72278009872272,55,"[69.99333695152941, 92.9337184037647, 165.84722695482355, 0.9]"
-7.254289654389992,112.63835716459309,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.26975093344446,112.7139238845023,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.292648951360602,112.74988980340882,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.321198436597563,112.73896790097936,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.270553907750491,112.7019716580807,33,"[152.52568301011766, 155.2450468277647, 159.39728466564705, 0.9]"
-7.226350124061241,112.73129532033356,7,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.229707093390354,112.78063325167099,60,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.302454737756813,112.77589171747965,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.307377799681173,112.71148513713419,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.315230185635644,112.71722487163132,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.266474040548083,112.75605250324296,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.269584499047285,112.75221662776052,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.261596227321753,112.70738885031795,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.26408477786683,112.75418094443563,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.261325347911876,112.71836279730287,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.307287800410508,112.64317442220205,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.326891509574139,112.71587661697866,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.294576352282838,112.75097763546776,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.2517494161451115,112.65292428305752,61,"[47.948664303529405, 63.5947935162353, 144.29471750964706, 0.9]"
-7.317449905156346,112.75150797887736,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.248870442982643,112.65464128567184,26,"[170.1972538037647, 143.749033296, 130.15897511364707, 0.9]"
-7.339606399904343,112.74686347933252,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.270157768620051,112.75185664909908,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.238319015209246,112.61935147765087,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.320592981550808,112.69729007538905,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.246289358867654,112.60852330059136,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.31312561868166,112.71502808779259,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.3186432616309105,112.70887561986125,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.228477182529867,112.72238338176969,7,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.247434729129406,112.63214953554069,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.3083393975413635,112.73045172968357,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.236564234437032,112.62027454902172,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.228541015521847,112.77727855092577,15,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.307713774839405,112.67577735368964,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.302612401480078,112.66274655625936,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.219853789175558,112.77287753270711,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.3240699481031575,112.77759854820302,35,"[146.46466473882353, 153.77073093882353, 165.3264184517647, 0.9]"
-7.307716144724675,112.75331857862724,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.304006025140004,112.77643832611388,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.2563095294407285,112.78497289198076,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.249482100471267,112.75489647312023,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.231644342657247,112.60796346837559,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.197737688647631,112.62687328661005,63,"[41.365026, 53.76923388, 135.66296754, 0.9]"
-7.262870243747817,112.66725426516086,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.3046334825732195,112.76260052653406,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.260086421025496,112.63234949090334,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.311703120966259,112.69675456569806,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.2206719377968405,112.76021995036335,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.269665145439202,112.75781380185984,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.275626679692558,112.72686717774235,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.236506340651496,112.72765263178141,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.32656304596372,112.70777406618505,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.225982386436463,112.7427147954224,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.2214883575564,112.7460420576454,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.339181440274451,112.73786987274534,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.328302157279277,112.7706535296142,35,"[146.46466473882353, 153.77073093882353, 165.3264184517647, 0.9]"
-7.311736950894524,112.75667262101692,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.336869907771589,112.72853529370752,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.229633056468495,112.78247311831272,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.320074715394312,112.75979468336162,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.259180585452143,112.71172511470077,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.324751513466553,112.73476758292541,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.2658625054718255,112.66571726846605,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.300831109884622,112.79159308055179,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.3321449893710975,112.7502881456374,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.268360271574799,112.75785399918335,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.2256906183872625,112.74221244923305,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.242535802011893,112.79582614713078,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
