kode,lat,lng,jml,polygons,colors
SMP32,-7.236545524912,112.612400672,250,"[[-102.054031  , -115.24603553], [112.59446608,  -7.29084441], [112.6367802,  -7.2262185], [-19.38975956, 193.51563909]]","[208.60440581999998, 218.175367774, 233.23259222000002, 0.9]"
SMP33,-7.249731370737037,112.76548587777778,270,"[[112.75806592,  -7.25242503], [112.75950918,  -7.24278965], [112.76364679,  -7.2378951 ], [112.76757453,  -7.23825421], [112.77490471,  -7.24345764], [112.77684514,  -7.25138584], [112.76979414,  -7.26225468], [112.7602027 ,  -7.25739204]]","[193.42740055, 212.36058148499998, 244.394002955, 0.9]"
SMP34,-7.258137564535593,112.66106936677966,295,"[[112.65941885,  -7.23293577], [112.68400337,  -7.23041433], [112.68410771,  -7.23095105], [112.68367587,  -7.23361944], [112.6643249 ,  -7.26543433], [112.65891944,  -7.26308165]]","[172.844860185, 200.56934149499997, 252.706170003, 0.9]"
SMP35,-7.244672283952991,112.78615632307692,234,"[[112.78082005,  -7.23935918], [112.77490471,  -7.24345764], [112.77684514,  -7.25138584], [112.87851969,  -7.27102653], [113.13289952,  -7.25872673], [352.32680911,  15.42550144], [332.06350757,  90.96147352]]","[220.164916979, 220.596367934, 221.246640487, 0.9]"
SMP36,-7.297488416103896,112.74608556536796,231,"[[112.74455097,  -7.31097127], [112.7322661 ,  -7.29069197], [112.74156676,  -7.28474247], [112.74832338,  -7.28591897], [112.7516771 ,  -7.30518401], [112.7467409 ,  -7.31150017]]","[221.194046947, 220.416032942, 219.96362781500002, 0.9]"
SMP37,-7.275296270383562,112.73188957168949,219,"[[112.74156676,  -7.28474247], [112.74066375,  -7.26863102], [112.72227521,  -7.26611723], [112.71979962,  -7.27047972], [112.7210867 ,  -7.27727713], [112.72893661,  -7.29069205], [112.7322661 ,  -7.29069197]]","[229.38351768300004, 216.11256017999997, 208.536213972, 0.9]"
SMP38,-7.285724801926941,112.71406796986301,219,"[[112.7210867 ,  -7.27727713], [112.72893661,  -7.29069205], [112.71908734,  -7.29931247], [112.70332132,  -7.29998939], [112.70570875,  -7.28639555]]","[229.38351768300004, 216.11256017999997, 208.536213972, 0.9]"
SMP39,-7.2526935585073895,112.63706339704434,203,"[[112.65303592,  -7.23306498], [112.6367802,  -7.2262185], [112.59446608,  -7.29084441], [112.62874878,  -7.28370565], [112.64497955,  -7.26284613]]","[237.971401665, 207.966996864, 192.05361519599998, 0.9]"
SMP40,-7.3088212716907215,112.6487509943299,194,"[[-102.054031  , -115.24603553], [ -52.6706079 , -181.66376122], [112.6614089 ,  -7.32608654], [112.65030566,  -7.28794087], [112.62874878,  -7.28370565], [112.59446608,  -7.29084441]]","[241.573077918, 202.647353724, 182.832578979, 0.9]"
SMP41,-7.259855392736318,112.73400040298507,201,"[[112.74351694,  -7.2654397 ], [112.74066375,  -7.26863102], [112.72227521,  -7.26611723], [112.72172801,  -7.26117265], [112.73064171,  -7.25447246]]","[238.622311265, 207.120358816, 190.524900764, 0.9]"
SMP42,-7.232203297888268,112.74693445251397,179,"[[112.75684879,  -7.22785247], [112.74027964,  -7.22799081], [112.73945303,  -7.23651288], [112.74870043,  -7.23561454], [112.75710819,  -7.22880731]]","[245.219408286, 193.297441548, 168.75450668699997, 0.9]"
SMP43,-7.296051599192308,112.75433916410256,156,"[[112.7516771 ,  -7.30518401], [112.76744794,  -7.29753793], [112.76450056,  -7.28279059], [112.74832338,  -7.28591897]]","[247.16858509499997, 174.670345506, 145.088708196, 0.9]"
SMP44,-7.291127229810056,112.77897843463687,179,"[[112.76450056,  -7.28279059], [112.76744794,  -7.29753793], [112.76836023,  -7.29849471], [112.78863558,  -7.29555613], [112.81143649,  -7.28016818], [112.7722979 ,  -7.27494733], [112.76571853,  -7.28070556]]","[245.219408286, 193.297441548, 168.75450668699997, 0.9]"
SMP45,-7.226588571841629,112.76760175791856,221,"[[112.75684879,  -7.22785247], [112.75723242,  -7.22512854], [112.77325781,  -7.22094997], [112.7706509 ,  -7.23298529], [112.76757453,  -7.23825421], [112.76364679,  -7.2378951 ], [112.75710819,  -7.22880731]]","[228.449850915, 216.72604443, 209.992264455, 0.9]"
SMP46,-7.330048903293785,112.71582716327684,177,"[[112.7058034,  -7.3342285], [112.71216071,  -7.3217807 ], [112.7263117 ,  -7.32129454], [112.72710653,  -7.32427618], [112.71593332,  -7.33434629], [112.70592499,  -7.33525702]]","[245.761813662, 191.016805196, 165.602111039, 0.9]"
SMP47,-7.266181499471338,112.75714603821656,157,"[[112.7602027 ,  -7.25739204], [112.76979414,  -7.26225468], [112.7722979 ,  -7.27494733], [112.76571853,  -7.28070556], [112.74757806,  -7.26497325]]","[247.16858509499997, 174.670345506, 145.088708196, 0.9]"
SMP48,-7.28291660326396,112.6980783213198,197,"[[112.70570875,  -7.28639555], [112.70332132,  -7.29998939], [112.70114708,  -7.30121907], [112.68117636,  -7.29499354], [112.67616913,  -7.28689906], [112.68520616,  -7.27391958], [112.70192894,  -7.27331495]]","[240.575040065, 204.580444672, 185.938757468, 0.9]"
SMP49,-7.2187911041104975,112.76556859171271,181,"[[112.75700277,  -7.22424767], [112.75723242,  -7.22512854], [112.77325781,  -7.22094997], [112.8600986 ,  -7.12624271], [271.51058465, 173.31300986], [245.67267539, 192.93000426]]","[244.948205598, 194.43775972400002, 170.330704511, 0.9]"
SMP50,-7.214235867773585,112.75870897987421,159,"[[112.71192864,  -7.13593661], [112.73649665,  -7.19849351], [112.75700277,  -7.22424767], [245.67267539, 192.93000426], [127.43885389, 232.6794471 ]]","[247.312043865, 177.43666517999998, 148.23450239, 0.9]"
SMP51,-7.249749950854748,112.72640440726256,179,"[[112.73064171,  -7.25447246], [112.72172801,  -7.26117265], [112.71914273,  -7.25775676], [112.72246682,  -7.24168706], [112.72434803,  -7.24191786], [112.73379655,  -7.25004229]]","[245.219408286, 193.297441548, 168.75450668699997, 0.9]"
SMP52,-7.274274061072847,112.75012777152318,151,"[[112.74430978,  -7.26481621], [112.74351694,  -7.2654397 ], [112.74066375,  -7.26863102], [112.74156676,  -7.28474247], [112.74832338,  -7.28591897], [112.76450056,  -7.28279059], [112.76571853,  -7.28070556], [112.74757806,  -7.26497325]]","[246.766286215, 169.05811817799997, 138.802412388, 0.9]"
SMP53,-7.258069063677631,112.65693445328948,152,"[[112.65303592,  -7.23306498], [112.64497955,  -7.26284613], [112.65891944,  -7.26308165], [112.65941885,  -7.23293577]]","[246.866860935, 170.46117501, 140.37398634000002, 0.9]"
SMP54,-7.238051693292208,112.75166952532467,154,"[[112.75950918,  -7.24278965], [112.76364679,  -7.2378951 ], [112.75710819,  -7.22880731], [112.74870043,  -7.23561454], [112.75094294,  -7.24287094]]","[246.967435655, 171.864231842, 141.945560292, 0.9]"
SMP55,-7.2251442006710525,112.7309333625,152,"[[112.72774979,  -7.22946793], [112.73900057,  -7.22550966], [112.73649665,  -7.19849351], [112.71192864,  -7.13593661], [112.69354316,  -7.21602503], [112.70321174,  -7.22262563]]","[246.866860935, 170.46117501, 140.37398634000002, 0.9]"
SMP56,-7.25595976385,112.75100778642857,140,"[[112.75806592,  -7.25242503], [112.74339027,  -7.25109096], [112.74430978,  -7.26481621], [112.74757806,  -7.26497325], [112.7602027 ,  -7.25739204]]","[245.206825223, 158.673007305, 127.89559426200002, 0.9]"
SMP57,-7.264016454131035,112.69739496965518,145,"[[112.70438314,  -7.27125267], [112.70191775,  -7.25067081], [112.68410771,  -7.23095105], [112.68367587,  -7.23361944], [112.68520616,  -7.27391958], [112.70192894,  -7.27331495]]","[246.334263559, 164.763084105, 134.102038806, 0.9]"
SMP58,-7.338124470327586,112.7370500025862,116,"[[112.73000054,  -7.32931904], [112.72698121,  -7.34508547], [112.78372635,  -9.82520147], [112.76642341,  -7.39528379], [112.74002174,  -7.33119952]]","[238.247891001, 134.108965472, 105.133050881, 0.9]"
SMP59,-7.230845819513761,112.73293931376146,109,"[[112.72774979,  -7.22946793], [112.73900057,  -7.22550966], [112.74027964,  -7.22799081], [112.73945303,  -7.23651288], [112.73911324,  -7.23710296], [112.73399907,  -7.23687173]]","[234.958586413, 125.312206382, 97.76915102100001, 0.9]"
SMP60,-7.256932351299065,112.7364902775701,107,"[[112.74430978,  -7.26481621], [112.74351694,  -7.2654397 ], [112.73064171,  -7.25447246], [112.73379655,  -7.25004229], [112.74141928,  -7.2478395 ], [112.74339027,  -7.25109096]]","[234.161826509, 123.464235406, 96.337450893, 0.9]"
SMP61,-7.302544492630769,112.78063318,65,"[[112.78182081,  -7.31153178], [112.78863558,  -7.29555613], [112.76836023,  -7.29849471], [112.77251603,  -7.31198004]]","[205.459355577, 66.252349746, 58.793222637, 0.9]"
SMP62,-7.337711964015873,112.79497984761905,63,"[[ 115.48219773, -250.07719177], [352.32680911,  15.42550144], [113.13289952,  -7.25872673], [112.79904992,  -7.32064312], [112.7843221 ,  -7.33223695], [112.76859031,  -7.36711721], [112.76642341,  -7.39528379], [112.78372635,  -9.82520147]]","[204.211714073, 63.961448753999996, 57.552404333, 0.9]"
SMP63,-7.338592262304348,112.71660458043478,46,"[[ 107.66897964, -247.57992622], [ 115.48219773, -250.07719177], [112.78372635,  -9.82520147], [112.72698121,  -7.34508547], [112.71593332,  -7.33434629], [112.70592499,  -7.33525702], [112.69739314,  -7.36540616]]","[188.944116282, 31.171282943999998, 44.814770771999996, 0.9]"
