lat,lng,class,color
-7.275974620584531,112.75782850123035,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.261701616280166,112.73364278337596,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.325730772335574,112.700601583068,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.2668512224674595,112.75863840734579,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.304378485630669,112.7636664851462,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.259403148703893,112.79068637047821,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.318358755492952,112.73682093481457,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.222517523754588,112.76114680009943,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.228594774683904,112.60428619909004,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.307195656741682,112.71455234591738,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.323016258616568,112.74568485920472,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.225227820184543,112.7410468919774,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.253970905313821,112.75991349537884,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.225839986750058,112.76645051524288,58,"[58.269314745882355, 77.96851929882352, 155.65002396705881, 0.9]"
-7.22178731286272,112.74467820548828,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.3071347199470225,112.6936746378433,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.221033647381287,112.757799135036,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.2676750596424675,112.75894657638165,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.245852946786244,112.76748953167288,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.297869904162209,112.75816772374917,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.258203901777327,112.70078732403151,50,"[89.03492751811764, 113.94400708517648, 176.21690704870588, 0.9]"
-7.304526481271384,112.65293417400746,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.329531642262767,112.7051879796852,36,"[143.29149657458825, 152.76477704188235, 168.02486429505882, 0.9]"
-7.249856044343566,112.70965179093412,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.311157314253844,112.75618242311144,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.26609932088385,112.67807330467431,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.2804038313921735,112.75544630904814,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.241192536334463,112.77999709341915,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.260081319143568,112.73510378700027,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.30220872515803,112.74186185839892,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.235070535214278,112.73772521095422,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.260871158439166,112.6666626022713,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.278115852535387,112.75638594559945,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.3298072863501105,112.70417584473792,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.278654495762818,112.73784004535952,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.234989129335476,112.77857215310513,54,"[73.72999740141177, 97.3365315727059, 168.3980500475294, 0.9]"
-7.262094336349808,112.73681891760435,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.29350963731083,112.7453265485561,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.2911481455123415,112.77649801550356,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.250496582573255,112.75544693755423,1,"[127.02116844, 2.8001088, 27.04190616, 0.9]"
-7.339523263646075,112.69412450411446,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.254183693273269,112.78406310636295,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.265158927826362,112.74044974791329,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.24829877867066,112.76135508644177,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.319502658019347,112.7032923268133,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.290637908576262,112.72121338807487,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.244456251859039,112.76363192251995,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.314125559008514,112.71669657968157,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.309811716625034,112.7058350750049,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.234437785012312,112.61952186876185,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.307796943518947,112.71877871518122,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.301962414269076,112.77945920115576,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.314884240407316,112.71045141383196,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.253851852346887,112.73860983514179,1,"[127.02116844, 2.8001088, 27.04190616, 0.9]"
-7.297521917848263,112.74507906153164,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.2967828358925155,112.75254655133124,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.2494994724446595,112.73952176619484,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.262648223477646,112.65770390497616,26,"[170.1972538037647, 143.749033296, 130.15897511364707, 0.9]"
-7.253742540816469,112.64075297069796,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.227301284161491,112.78958779886392,60,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.299722755466781,112.74594884916613,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.268033340965799,112.70332369339434,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.32436244646082,112.78479884689432,23,"[173.67036448235294, 134.03046142588235, 115.7829975635294, 0.9]"
-7.296057375197336,112.74608575758828,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.234513431315613,112.7818269617172,60,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.248950253624192,112.7467187320379,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.2592717710245696,112.77816676986029,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.335499867097907,112.76438650891865,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.3254064538232,112.69370142496194,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.250928221472229,112.7511657549831,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.326195839849696,112.76282178127913,35,"[146.46466473882353, 153.77073093882353, 165.3264184517647, 0.9]"
-7.335017611515994,112.7993502291806,62,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.264883577944411,112.66333653000513,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.24876910822591,112.76355896035165,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.214449577319599,112.76283878377346,27,"[168.43927854, 146.2026062230588, 134.48816524517648, 0.9]"
-7.309919116736388,112.68071315608853,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.27984847441494,112.71172457928698,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.246493177213336,112.76703927016777,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.26361128480962,112.76374447029366,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.312361050088817,112.68919692535157,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.250593909346787,112.72510739138542,43,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.3137277331244945,112.71057029926192,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.2494736290908275,112.77112466588771,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.24562312783378,112.76838507727692,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.290434480819057,112.76813753852859,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.302278630284317,112.76108283405878,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.273848616262495,112.72972980230429,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.257858817572753,112.660355151697,26,"[170.1972538037647, 143.749033296, 130.15897511364707, 0.9]"
-7.318752853734264,112.77805033223724,23,"[173.67036448235294, 134.03046142588235, 115.7829975635294, 0.9]"
-7.2557252703060255,112.71458895560828,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.304047020521464,112.6400861644555,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.2894880045287955,112.77087299353613,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.251056172928622,112.74822775793298,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.232514048675219,112.72759826657264,7,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.265430298095285,112.63994333456772,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.33393383137865,112.73673865110057,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.312471852178472,112.66530400730514,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.229882454112698,112.75536339474816,44,"[113.41593540635293, 135.4529231470588, 179.73144222141175, 0.9]"
-7.312181142874596,112.76075669139513,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.283958912670039,112.71526448104515,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.336551707478414,112.70936192671164,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.262334484605146,112.65921287438904,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.2265584641291305,112.7366663446102,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.304165069721012,112.76148191303578,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.335700369422949,112.71571002293112,22,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.316279489188856,112.67125664790086,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.269284787023536,112.75511487724351,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.219025208983273,112.74266282790596,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.265995983436349,112.7212205906234,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.23118514342005,112.76823020229959,58,"[58.269314745882355, 77.96851929882352, 155.65002396705881, 0.9]"
-7.312812741498524,112.79069721524604,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.250885125411083,112.72596639695101,43,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.322326411925673,112.78474330793259,23,"[173.67036448235294, 134.03046142588235, 115.7829975635294, 0.9]"
-7.310147149609011,112.68654433048744,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.332527737858312,112.70110971220608,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.224823189686818,112.76583784625406,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.215972476012298,112.76383471198368,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.217790783174558,112.76782963795229,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.3181913793489395,112.73647893674816,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.29826475492671,112.77758203261637,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.2782472571641215,112.74530295637176,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.2777016783566655,112.75848193958772,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.3034549369197235,112.64316341629991,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.240603614982011,112.60653278582558,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.337045933673369,112.70450404313492,22,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.306823046804371,112.73204734225428,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.247937644931669,112.75458293482487,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.241857039837058,112.72977461480984,2,"[131.25526773035293, 15.602208632470589, 30.103272612705883, 0.9]"
-7.254714899036375,112.65366322791994,61,"[47.948664303529405, 63.5947935162353, 144.29471750964706, 0.9]"
-7.309445313874076,112.63326704597765,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.269265840606074,112.73618845476268,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.332881861645234,112.78535586857257,62,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.308397713040818,112.69186043199352,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.246157908267517,112.62994761784523,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.346681712159142,112.80127243850795,62,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.226409278824026,112.76187567024188,58,"[58.269314745882355, 77.96851929882352, 155.65002396705881, 0.9]"
-7.292484985112281,112.78494703897236,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.326691837869633,112.69420368556659,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.228957752631841,112.76919702144077,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.3023475851630115,112.64143473373728,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.344370553612082,112.72682881789028,55,"[69.99333695152941, 92.9337184037647, 165.84722695482355, 0.9]"
-7.3029938072759695,112.78484450072052,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.292898498135197,112.77491167216353,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.311454877353027,112.7170109903587,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.311871514453474,112.63040645217752,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.242143794813519,112.72383849541471,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.224483961976928,112.73176042706528,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3348652991481265,112.7481823562242,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.314314222901678,112.73404928285841,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.275594554997723,112.75347921463646,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.265257871792133,112.7779262767865,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.300358859821568,112.73649917357363,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.332298681718974,112.76955584073843,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.265027397111307,112.787226645881,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.305286795238228,112.76146055356377,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.337688387680679,112.74514338557606,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.340080997881039,112.71255384517916,22,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.342235145831344,112.72559881535405,55,"[69.99333695152941, 92.9337184037647, 165.84722695482355, 0.9]"
-7.251017805909363,112.63610637905514,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.270488810398862,112.71606008072891,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.293749146226765,112.74814273902392,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.318691870614356,112.73649679385264,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.2688000982564995,112.69848979149978,33,"[152.52568301011766, 155.2450468277647, 159.39728466564705, 0.9]"
-7.2260103162270175,112.73558235385944,7,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.22731116001851,112.77798134877159,60,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.30151360813156,112.77751589493376,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.308755519695495,112.70767630142687,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.318649380805006,112.71873100003107,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.263617729868691,112.75612536569734,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.266084772812714,112.75022636709421,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.262213005260325,112.70372615709721,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.267426393439888,112.75434719806559,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.263309105586862,112.72239314412823,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.309531094227683,112.64487625055872,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.3273372865274204,112.71749692421676,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.294008073844359,112.75213955104114,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.250258724389275,112.6537342657522,61,"[47.948664303529405, 63.5947935162353, 144.29471750964706, 0.9]"
-7.3159231388256885,112.75191723261852,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.2469725339269475,112.65456151382172,26,"[170.1972538037647, 143.749033296, 130.15897511364707, 0.9]"
-7.3363311010422505,112.74668315383295,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.269379143557471,112.75153641569271,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.239118311496568,112.61711436584729,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.319095464280367,112.6982510305958,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.2492910863313575,112.60780864568287,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.316006645116695,112.7177129799232,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.317683213052147,112.70671084408812,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.227206447847979,112.71806570297925,7,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.243938828747377,112.6341739182856,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.306153665038215,112.73027031731796,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.232990646627325,112.61935649087131,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.229225484872978,112.7774451116927,15,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.307551878974829,112.67451314800968,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.305593618116815,112.6602472099246,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.216480661288233,112.77380144271608,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.3245895843816635,112.77633609997193,35,"[146.46466473882353, 153.77073093882353, 165.3264184517647, 0.9]"
-7.31002491331349,112.75625659140962,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.3023430087321755,112.77723292966569,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.255767350896903,112.7854701998795,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.247161756301549,112.75756374512169,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.234890955581662,112.6110016202092,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.200532144240238,112.62842311839165,63,"[41.365026, 53.76923388, 135.66296754, 0.9]"
-7.2591026414313795,112.66507589971823,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.300768861494016,112.76485609715387,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.261607214097241,112.63518628080463,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.309967266869664,112.69630190588708,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.224315626701717,112.76219458394637,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.267906636935152,112.75740302279459,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.272476715527737,112.72793845928587,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.234054248420553,112.72424770420628,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3259849669838655,112.70906743722277,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.225991962197478,112.74431853028965,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.219520912159893,112.746598588962,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.340506230699358,112.73371370858477,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.324011791025269,112.77145810842893,35,"[146.46466473882353, 153.77073093882353, 165.3264184517647, 0.9]"
-7.311508802846745,112.75865976682184,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.33393237000729,112.72595227625764,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.228668370338309,112.78310731245527,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.31601370448983,112.75863719618069,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.258838794662651,112.71510999551037,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.325146358008343,112.73633369513979,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.262646752099258,112.66653744217341,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.304291699138793,112.79019614175888,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.331940044609341,112.75438874619742,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.268921235335142,112.75399668972184,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.228467219483776,112.74104345197584,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.243366035052931,112.7962920661528,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
